0,39212,0,1605881729329
0,39877,0,1605881730133
0,11344,0,1605881728403
1,19086,1,1605881727967
1,30563,0,1605881730618
1,43040,0,1605881739661
0,48733,0,1605881732218
0,10829,0,1605881728853
0,34396,0,1605881729823
0,35115,0,1605881731703
5,63563,0,1605881741727
0,45807,0,1605881740176
0,30776,0,1605881731402
0,33986,0,1605881730918
0,29791,0,1605881732825
405,1373668,0,1605881754116
0,33497,0,1605881740685
1,35171,0,1605881732524
0,40744,0,1605881733138
0,53516,0,1605881733456
340,134383,0,1605881760522
0,31582,0,1605881743026
0,30029,0,1605881735376
0,49400,0,1605881733815
0,33297,0,1605881737240
644,142279,0,1605881764002
8,63591,0,1605881746080
0,36603,0,1605881735881
1,38965,0,1605881734373
0,40432,0,1605881738336
786,220465,0,1605881767455
102,38576,0,1605881750598
0,31972,0,1605881736381
0,35857,0,1605881734870
0,37563,0,1605881741180
1000,244449,0,1605881774826
621,94633,0,1605881754878
1,35236,0,1605881736889
0,35908,0,1605881738033
42,37905,0,1605881743651
1000,239520,0,1605881783118
373,117831,0,1605881755980
0,30132,0,1605881737533
0,38339,0,1605881738646
0,43575,0,1605881745490
1000,243692,0,1605881785604
228,174921,0,1605881756965
0,35024,0,1605881742238
0,35105,0,1605881739159
41,35524,0,1605881748772
849,253470,0,1605881790920
273,137241,0,1605881759770
0,33631,0,1605881742735
58,36701,0,1605881744274
148,38503,0,1605881749648
1000,285108,0,1605881806779
1000,252812,0,1605881771453
0,33724,0,1605881743332
1,34545,0,1605881746418
84,74318,0,1605881752152
1000,236220,0,1605881816428
1000,266049,0,1605881775967
0,31638,0,1605881745162
11,32957,0,1605881746913
288,132901,0,1605881757716
946,239442,0,1605881819902
1000,259528,0,1605881777219
0,44906,0,1605881748450
0,49387,0,1605881747435
924,199940,0,1605881769924
838,264772,0,1605881824268
1000,263494,0,1605881781964
78,48920,0,1605881751133
0,35175,0,1605881747943
1000,270360,0,1605881772921
822,266676,0,1605881831515
1000,233818,0,1605881784385
120,78087,0,1605881751715
158,48926,0,1605881756414
1000,245486,0,1605881780593
832,230897,0,1605881835630
864,246610,0,1605881787806
659,138757,0,1605881761670
339,116032,0,1605881758432
725,229886,0,1605881797101
811,214965,0,1605881838974
753,240227,0,1605881789778
782,167405,0,1605881763004
375,112518,0,1605881759193
1000,254602,0,1605881817648
903,220195,0,1605881840138
707,204521,0,1605881793000
959,206374,0,1605881765331
1000,237533,0,1605881768741
952,240620,0,1605881821105
1000,233161,0,1605881842965
824,228920,0,1605881794058
754,209876,0,1605881766399
1000,314436,0,1605881779552
780,239341,0,1605881823126
1000,302326,0,1605881844242
814,211222,0,1605881798157
1000,253892,0,1605881778264
936,241293,0,1605881792097
746,231935,0,1605881826353
1000,244241,0,1605881847787
938,366871,0,1605881799390
1000,263356,0,1605881786815
875,256900,0,1605881796187
770,203125,0,1605881829337
1000,239782,0,1605881851211
926,246525,0,1605881800579
767,249237,0,1605881788818
1000,273893,0,1605881809217
812,210484,0,1605881830390
1000,237054,0,1605881854743
1000,231336,0,1605881803365
772,264991,0,1605881795061
1000,244412,0,1605881810462
914,221745,0,1605881832644
881,258943,0,1605881859261
1000,240147,0,1605881804530
1000,244366,0,1605881805546
1000,248917,0,1605881811676
720,217224,0,1605881834516
775,212860,0,1605881866456
1000,271662,0,1605881849011
1000,254962,0,1605881808008
1000,250809,0,1605881812873
1000,318366,0,1605881852506
806,226031,0,1605881878102
1000,257642,0,1605881857053
1000,242794,0,1605881814072
688,256266,0,1605881827263
861,252365,0,1605881871876
1000,218587,0,1605881883076
960,244704,0,1605881860432
1000,254629,0,1605881815268
858,242299,0,1605881828380
835,216207,0,1605881872952
1000,256854,0,1605881890100
704,210523,0,1605881862332
1000,264980,0,1605881818746
752,228989,0,1605881833619
760,210274,0,1605881877003
1000,247488,0,1605881892573
856,249034,0,1605881863438
800,268295,0,1605881822129
864,214095,0,1605881836737
1000,267612,0,1605881881941
828,249482,0,1605881900370
903,238012,0,1605881867599
908,222553,0,1605881825416
897,266885,0,1605881837871
888,243230,0,1605881897105
860,243761,0,1605881902698
1000,270462,0,1605881887823
1000,226710,0,1605881845431
1000,237334,0,1605881846629
919,248109,0,1605881898277
838,209122,0,1605881910545
1000,260219,0,1605881893783
1000,263600,0,1605881853565
1000,247875,0,1605881850021
699,226561,0,1605881918231
1000,319225,0,1605881921102
917,215906,0,1605881903822
1000,245862,0,1605881855998
760,237112,0,1605881861431
1000,256433,0,1605881944160
1000,263718,0,1605881925469
904,274127,0,1605881905008
932,239199,0,1605881858072
736,199493,0,1605881864367
791,258303,0,1605881949658
1000,318249,0,1605881927965
877,224030,0,1605881906135
794,207157,0,1605881865405
778,240549,0,1605881868552
813,258986,0,1605881952954
1000,259462,0,1605881942890
895,252480,0,1605881911692
855,224033,0,1605881876074
811,213241,0,1605881869623
746,218765,0,1605881957349
808,215391,0,1605881950757
857,229491,0,1605881912814
1000,254287,0,1605881884359
867,241899,0,1605881870742
1000,282353,0,1605881960380
796,221000,0,1605881954040
936,232098,0,1605881914000
1000,259194,0,1605881885537
740,222765,0,1605881873890
1000,253816,0,1605881972596
1000,253625,0,1605881964920
871,245260,0,1605881915161
1000,257462,0,1605881888848
820,234539,0,1605881874966
802,251900,0,1605881986490
1000,309475,0,1605881971341
952,268958,0,1605881916361
1000,256715,0,1605881894803
851,225865,0,1605881879188
1000,331934,0,1605881993844
1000,281875,0,1605881973869
1000,234742,0,1605881923262
1000,270781,0,1605881896071
1000,241243,0,1605881886753
728,218241,0,1605881995758
932,232218,0,1605881983080
1000,264030,0,1605881926724
940,239213,0,1605881901540
1000,265692,0,1605881891353
1000,254273,0,1605881999879
952,253479,0,1605881984310
1000,308798,0,1605881929288
766,257451,0,1605881907115
757,252836,0,1605881899274
1000,263381,0,1605882006993
876,282730,0,1605881987673
1000,271392,0,1605881937230
880,270450,0,1605881908288
1000,216765,0,1605881922318
1000,242060,0,1605882010310
943,262644,0,1605881988917
1000,277693,0,1605881939472
914,228975,0,1605881909425
1000,254640,0,1605881931539
1000,251790,0,1605882014014
957,224907,0,1605881990145
1000,243488,0,1605881940677
755,235738,0,1605881917316
1000,249388,0,1605881932739
1000,214624,0,1605882024905
803,264131,0,1605881996866
888,249803,0,1605881946492
1000,268939,0,1605881924263
1000,249065,0,1605881933970
1000,250594,0,1605882028450
1000,224215,0,1605882001018
1000,251931,0,1605881966156
1000,262448,0,1605881930330
1000,253395,0,1605881935192
933,244160,0,1605882035345
1000,270521,0,1605882005770
1000,248098,0,1605881967411
1000,241636,0,1605881941696
1000,320554,0,1605881938337
904,251576,0,1605882036522
1000,243905,0,1605882011544
1000,250896,0,1605881976164
889,264355,0,1605881948668
1000,430981,0,1605881945396
1000,234297,0,1605882041679
1000,252247,0,1605882012800
1000,253267,0,1605881978263
937,268942,0,1605881951935
771,257989,0,1605881947503
1000,248960,0,1605882044081
810,239030,0,1605882021982
1000,284425,0,1605881979499
943,272091,0,1605881955214
907,230653,0,1605881956389
0,199703,0,1605882051180
1000,266721,0,1605882027250
1000,252542,0,1605881981859
1000,226072,0,1605881962595
1000,243170,0,1605881961419
910,242655,0,1605882032926
950,259984,0,1605881991307
962,240725,0,1605881980551
1000,240931,0,1605881963754
1000,243808,0,1605882040502
947,298473,0,1605881992543
946,247284,0,1605881985493
1000,247170,0,1605881968447
1000,251582,0,1605882042828
1000,264407,0,1605882003359
775,222583,0,1605881994844
1000,611924,0,1605881970104
1000,251664,0,1605882046589
1000,270938,0,1605882015260
1000,244962,0,1605882008047
1000,247375,0,1605881975089
1000,287604,0,1605882016525
1000,269097,0,1605882009302
1000,261310,0,1605881977216
852,257590,0,1605882019854
1000,268974,0,1605882017573
1000,352778,0,1605882002320
1000,256669,0,1605882023756
1000,262693,0,1605882018795
1000,271200,0,1605882004562
1000,234468,0,1605882026067
849,251001,0,1605882029497
784,229100,0,1605882020866
806,250741,0,1605882030515
1000,285813,0,1605882045353
1000,265071,0,1605882047835
936,263182,0,1605882031731
1000,281759,0,1605882049114
957,244623,0,1605882034139
1000,293159,0,1605882039349
912,229266,0,1605882050095
0,229948,0,1605882052093
