0,3186,0,1609176318502
0,3229,0,1609176318463
0,8164,0,1609176318549
0,3521,0,1609176318321
0,3468,0,1609176318399
0,2151,0,1609176318298
0,2948,0,1609176318384
0,3309,0,1609176318360
0,3018,0,1609176318514
0,2894,0,1609176318718
1,839,1,1609176318282
0,2217,0,1609176318309
0,2854,0,1609176318693
0,3142,0,1609176318576
0,3043,0,1609176318528
0,2938,0,1609176318811
0,2813,0,1609176318705
0,2966,0,1609176318731
0,2888,0,1609176318589
0,2933,0,1609176318489
0,3096,0,1609176318411
0,2934,0,1609176318346
0,2910,0,1609176319121
0,2884,0,1609176318437
0,2892,0,1609176319081
0,2788,0,1609176318897
0,2919,0,1609176318334
0,3210,0,1609176318562
0,2899,0,1609176318744
0,2958,0,1609176318798
0,3754,0,1609176319095
0,2832,0,1609176318910
0,3363,0,1609176319042
0,3059,0,1609176318757
0,2885,0,1609176318615
0,2992,0,1609176318784
0,2884,0,1609176318424
0,8851,0,1609176318832
0,3569,0,1609176319307
0,2842,0,1609176318449
1,2870,0,1609176319233
0,2912,0,1609176319151
0,2814,0,1609176318371
0,3313,0,1609176318628
0,2944,0,1609176318963
0,3225,0,1609176318977
0,3269,0,1609176319401
0,3139,0,1609176318950
0,3446,0,1609176319335
0,3110,0,1609176318770
0,2973,0,1609176318679
0,3126,0,1609176318937
0,2911,0,1609176318923
0,3351,0,1609176319029
0,3022,0,1609176319751
0,2837,0,1609176318476
0,2977,0,1609176319293
0,2915,0,1609176319495
0,3104,0,1609176318884
0,2889,0,1609176318858
0,2909,0,1609176319015
0,3009,0,1609176319055
0,3275,0,1609176319482
0,2821,0,1609176319181
0,2826,0,1609176319415
0,2899,0,1609176318845
0,3123,0,1609176319817
0,2795,0,1609176319003
0,2932,0,1609176319220
0,2765,0,1609176319138
0,3053,0,1609176319777
0,2873,0,1609176318602
0,3109,0,1609176319468
0,2966,0,1609176319520
0,3754,0,1609176319108
0,2910,0,1609176318990
0,3176,0,1609176319194
0,3107,0,1609176319428
0,2945,0,1609176320327
0,2907,0,1609176319266
0,3474,0,1609176319831
0,2945,0,1609176318871
0,3337,0,1609176319914
0,2929,0,1609176319348
0,2962,0,1609176319321
0,8313,0,1609176319561
0,3270,0,1609176320353
0,3027,0,1609176318641
0,2988,0,1609176319844
0,2934,0,1609176320004
0,3248,0,1609176319207
0,2807,0,1609176319586
0,2872,0,1609176319454
0,2919,0,1609176319508
0,2958,0,1609176320941
0,3171,0,1609176319537
0,2958,0,1609176319887
0,2859,0,1609176319164
0,3047,0,1609176319953
0,2950,0,1609176319574
0,3392,0,1609176319361
0,2823,0,1609176319699
0,2980,0,1609176320702
0,2824,0,1609176318653
0,2817,0,1609176319978
0,2861,0,1609176320071
0,3152,0,1609176319375
0,2923,0,1609176319599
0,2938,0,1609176319992
0,3225,0,1609176319927
0,2950,0,1609176321062
0,2932,0,1609176319663
0,3410,0,1609176320407
0,2976,0,1609176319253
0,2936,0,1609176319965
0,3013,0,1609176320212
0,2772,0,1609176319441
0,3032,0,1609176320459
0,2897,0,1609176320769
0,2866,0,1609176318666
0,2964,0,1609176320084
0,2882,0,1609176320199
0,2879,0,1609176319388
0,2898,0,1609176319611
0,3100,0,1609176320058
1,3168,0,1609176320240
0,2869,0,1609176321196
0,2838,0,1609176319763
0,2835,0,1609176320498
0,3205,0,1609176319279
0,3011,0,1609176320032
0,2909,0,1609176320273
0,3016,0,1609176319791
0,3082,0,1609176320576
0,3021,0,1609176320914
0,2871,0,1609176319067
0,2917,0,1609176320563
0,3001,0,1609176320340
0,2857,0,1609176319624
0,2886,0,1609176319737
0,3407,0,1609176320286
0,2815,0,1609176320485
0,2830,0,1609176321209
0,2939,0,1609176319861
0,2824,0,1609176320550
0,3107,0,1609176319650
0,2924,0,1609176320044
0,2985,0,1609176320524
0,3104,0,1609176319875
0,2999,0,1609176320601
0,2874,0,1609176321766
0,3203,0,1609176319677
0,2763,0,1609176320781
0,2863,0,1609176320380
0,2860,0,1609176319637
0,3075,0,1609176320314
0,2955,0,1609176321048
